User_id,Merchant_id,Coupon_id,Discount_rate,Distance,Date_received,Date,label,Dis_type,Dis_rate,Dis_man,Dis_jian,weekday,day_type,u_nocoupon_count,u_withcoupon_out15day_count,u_withcoupon_in15day_count,m_nocoupon_count,m_withcoupon_out15day_count,m_withcoupon_in15day_count
1439408,2632,8591.0,20:1,0.0,2016-06-13,,0.0,1.0,0.95,20.0,1.0,1.0,0.0,2.0,2.0,,,,
2747744,6901,1097.0,50:10,-1.0,2016-06-06,,0.0,1.0,0.8,50.0,10.0,1.0,0.0,,,,,,
196342,1579,10698.0,20:1,1.0,2016-06-06,,0.0,1.0,0.95,20.0,1.0,1.0,0.0,1.0,,,,,
4064096,4666,6604.0,100:10,0.0,2016-06-02,,0.0,1.0,0.9,100.0,10.0,4.0,0.0,1.0,,,,,
114747,6901,1097.0,50:10,0.0,2016-06-05,,0.0,1.0,0.8,50.0,10.0,7.0,1.0,19.0,,1.0,,,
114747,760,2418.0,30:5,0.0,2016-06-07,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,19.0,,1.0,,,
114747,6901,2107.0,30:5,0.0,2016-06-05,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,19.0,,1.0,,,
245878,760,2418.0,30:5,0.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
1314224,760,2418.0,30:5,2.0,2016-06-11,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
5525184,760,2418.0,30:5,0.0,2016-06-02,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,2.0,,,,,
5264064,760,2418.0,30:5,0.0,2016-06-13,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,1.0,,,,,
7101120,450,1613.0,30:5,0.0,2016-06-09,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,2.0,,,,,
6317760,760,2418.0,30:5,2.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
7104192,2461,6499.0,50:5,0.0,2016-06-10,,0.0,1.0,0.9,50.0,5.0,5.0,0.0,1.0,,,,,
181078,3621,4823.0,20:5,1.0,2016-06-06,,0.0,1.0,0.75,20.0,5.0,1.0,0.0,3.0,1.0,,,,
4483776,2664,7752.0,100:5,9.0,2016-06-01,,0.0,1.0,0.95,100.0,5.0,3.0,0.0,,,,,,
140278,450,1613.0,30:5,4.0,2016-06-05,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
2506592,4666,6604.0,100:10,9.0,2016-06-02,,0.0,1.0,0.9,100.0,10.0,4.0,0.0,3.0,,,,,
3031904,2712,12515.0,20:1,10.0,2016-06-07,,0.0,1.0,0.95,20.0,1.0,2.0,0.0,1.0,,,,,
90699,760,2418.0,30:5,0.0,2016-06-13,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,1.0,,,,
2116448,760,2418.0,30:5,0.0,2016-06-15,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,1.0,,,,,
78459,2206,9599.0,20:5,0.0,2016-06-02,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,,,,,
379372,5152,9545.0,20:1,1.0,2016-06-14,,0.0,1.0,0.95,20.0,1.0,2.0,0.0,2.0,1.0,,,,
1976240,450,1613.0,30:5,8.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,2.0,1.0,1.0,,,
1976240,4225,6478.0,50:5,3.0,2016-06-08,,0.0,1.0,0.9,50.0,5.0,3.0,0.0,2.0,1.0,1.0,,,
3821408,760,2418.0,30:5,-1.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,1.0,1.0,,,
111243,1180,4513.0,50:5,3.0,2016-06-11,,0.0,1.0,0.9,50.0,5.0,6.0,1.0,1.0,,,,,
111243,760,2418.0,30:5,0.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,1.0,,,,,
165334,6189,12807.0,30:1,0.0,2016-06-10,2016-06-10,1.0,1.0,0.9666666666666667,30.0,1.0,5.0,0.0,10.0,1.0,,,,
70395,2002,9146.0,100:10,0.0,2016-06-08,,0.0,1.0,0.9,100.0,10.0,3.0,0.0,2.0,,,,,
230998,760,2418.0,30:5,3.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,2.0,,,,,
181942,760,2418.0,30:5,1.0,2016-06-09,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,1.0,,,,
2046128,3394,9955.0,20:5,7.0,2016-06-02,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,1.0,,,,,
99387,760,2418.0,30:5,1.0,2016-06-08,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,1.0,,,,
215158,8606,8955.0,5:1,0.0,2016-06-02,,0.0,1.0,0.8,5.0,1.0,4.0,0.0,8.0,2.0,,,,
141622,760,2418.0,30:5,0.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,1.0,,,
74955,760,2418.0,30:5,0.0,2016-06-09,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,4.0,2.0,1.0,,,
764376,450,1613.0,30:5,0.0,2016-06-02,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,1.0,,,,
6118080,3621,4823.0,20:5,6.0,2016-06-08,,0.0,1.0,0.75,20.0,5.0,3.0,0.0,,1.0,,,,
6643392,5696,13767.0,50:10,-1.0,2016-06-08,,0.0,1.0,0.8,50.0,10.0,3.0,0.0,,,,,,
124347,760,2418.0,30:5,0.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,10.0,1.0,,,,
601560,7422,4727.0,0.8,5.0,2016-06-11,2016-06-11,1.0,2.0,0.8,-1.0,-1.0,6.0,1.0,1.0,1.0,1.0,,,
929880,1469,11848.0,100:20,0.0,2016-06-13,,0.0,1.0,0.8,100.0,20.0,1.0,0.0,6.0,,,,,
120363,450,1613.0,30:5,0.0,2016-06-07,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,,,,,,
334252,760,2418.0,30:5,4.0,2016-06-11,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,5.0,2.0,1.0,,,
334252,450,11831.0,30:5,1.0,2016-06-02,2016-06-09,1.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,5.0,2.0,1.0,,,
334252,7354,2002.0,50:5,2.0,2016-06-02,,0.0,1.0,0.9,50.0,5.0,4.0,0.0,5.0,2.0,1.0,,,
2936672,3621,4823.0,20:5,0.0,2016-06-11,2016-06-14,1.0,1.0,0.75,20.0,5.0,6.0,1.0,,,,,,
200086,1860,5067.0,30:5,10.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,9.0,1.0,,,,
5095104,760,2418.0,30:5,0.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,2.0,,,,
142870,860,11426.0,50:5,0.0,2016-06-05,2016-06-25,0.0,1.0,0.9,50.0,5.0,7.0,1.0,1.0,,,,,
200278,4570,2563.0,10:1,0.0,2016-06-09,,0.0,1.0,0.9,10.0,1.0,4.0,0.0,,,,,,
2286944,3621,4823.0,20:5,1.0,2016-06-09,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,1.0,,,,
1799600,3621,4823.0,20:5,2.0,2016-06-09,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,,,,,
1799600,760,2418.0,30:5,1.0,2016-06-05,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
257782,760,2418.0,30:5,0.0,2016-06-14,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,,,,,,
1669040,760,2418.0,30:5,0.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
96171,1469,2601.0,100:20,0.0,2016-06-13,,0.0,1.0,0.8,100.0,20.0,1.0,0.0,,,,,,
401068,760,2418.0,30:5,0.0,2016-06-02,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,4.0,,,,,
1675697,760,2418.0,30:5,0.0,2016-06-04,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
4019042,1398,13374.0,20:5,3.0,2016-06-10,,0.0,1.0,0.75,20.0,5.0,5.0,0.0,1.0,,,,,
4019042,1398,13374.0,20:5,3.0,2016-06-08,2016-06-10,1.0,1.0,0.75,20.0,5.0,3.0,0.0,1.0,,,,,
1947569,2050,8291.0,200:20,0.0,2016-06-11,,0.0,1.0,0.9,200.0,20.0,6.0,1.0,1.0,,,,,
4387524,760,2418.0,30:5,0.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
6759108,582,4253.0,100:30,9.0,2016-06-15,,0.0,1.0,0.7,100.0,30.0,3.0,0.0,3.0,1.0,,,,
6759108,4860,9316.0,100:30,1.0,2016-06-02,,0.0,1.0,0.7,100.0,30.0,4.0,0.0,3.0,1.0,,,,
4928196,3046,9817.0,100:20,0.0,2016-06-09,,0.0,1.0,0.8,100.0,20.0,4.0,0.0,,,,,,
4928196,3046,5483.0,100:30,0.0,2016-06-09,,0.0,1.0,0.7,100.0,30.0,4.0,0.0,,,,,,
2211170,450,1613.0,30:5,10.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,1.0,,,,,
2025905,4666,6604.0,100:10,1.0,2016-06-02,,0.0,1.0,0.9,100.0,10.0,4.0,0.0,1.0,,,,,
5748420,8181,13782.0,50:5,0.0,2016-06-06,,0.0,1.0,0.9,50.0,5.0,1.0,0.0,1.0,,,,,
3271010,5557,3589.0,100:10,1.0,2016-06-11,2016-06-12,1.0,1.0,0.9,100.0,10.0,6.0,1.0,,,,,,
4057442,1089,4044.0,20:1,0.0,2016-06-02,,0.0,1.0,0.95,20.0,1.0,4.0,0.0,9.0,,,,,
1636529,7113,1633.0,50:10,1.0,2016-06-13,,0.0,1.0,0.8,50.0,10.0,1.0,0.0,,,,,,
1114289,760,2418.0,30:5,10.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
1115825,760,2418.0,30:5,0.0,2016-06-02,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,,,,,
3019106,3621,4823.0,20:5,-1.0,2016-06-06,,0.0,1.0,0.75,20.0,5.0,1.0,0.0,,,,,,
4218564,3621,4033.0,20:5,1.0,2016-06-03,,0.0,1.0,0.75,20.0,5.0,5.0,0.0,2.0,,,,,
4746948,576,681.0,20:1,0.0,2016-06-06,,0.0,1.0,0.95,20.0,1.0,1.0,0.0,8.0,3.0,,,,
4746948,576,1699.0,50:5,0.0,2016-06-06,,0.0,1.0,0.9,50.0,5.0,1.0,0.0,8.0,3.0,,,,
3300194,760,2418.0,30:5,1.0,2016-06-13,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,6.0,,,,,
5293764,5819,3103.0,100:10,4.0,2016-06-03,,0.0,1.0,0.9,100.0,10.0,5.0,0.0,1.0,,,,,
2910050,3740,4720.0,20:1,10.0,2016-06-07,,0.0,1.0,0.95,20.0,1.0,2.0,0.0,2.0,1.0,,,,
3435362,6135,8182.0,10:1,0.0,2016-06-12,,0.0,1.0,0.9,10.0,1.0,7.0,1.0,5.0,1.0,,,,
2793314,760,2418.0,30:5,2.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,8.0,3.0,,,,
7164612,3621,4823.0,20:5,1.0,2016-06-12,,0.0,1.0,0.75,20.0,5.0,7.0,1.0,,,,,,
3059042,760,2418.0,30:5,3.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
3059042,3621,4823.0,20:5,0.0,2016-06-03,,0.0,1.0,0.75,20.0,5.0,5.0,0.0,,,,,,
4283076,760,2418.0,30:5,0.0,2016-06-11,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
1270193,760,2418.0,30:5,0.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
2673506,760,2418.0,30:5,1.0,2016-06-09,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,,,,,
4574916,450,1613.0,30:5,4.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,4.0,,,,,
4574916,760,2418.0,30:5,1.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,4.0,,,,,
1033689,2714,13408.0,20:1,0.0,2016-06-08,,0.0,1.0,0.95,20.0,1.0,3.0,0.0,3.0,1.0,,,,
1033689,3621,4823.0,20:5,0.0,2016-06-03,,0.0,1.0,0.75,20.0,5.0,5.0,0.0,3.0,1.0,,,,
2069426,450,1613.0,30:5,0.0,2016-06-10,2016-06-24,1.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,3.0,1.0,,,,
4610760,760,2418.0,30:5,1.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,,,,
2070962,7717,9614.0,20:1,0.0,2016-06-11,,0.0,1.0,0.95,20.0,1.0,6.0,1.0,3.0,3.0,,,,
2071730,3621,4823.0,20:5,0.0,2016-06-13,,0.0,1.0,0.75,20.0,5.0,1.0,0.0,,,,,,
3490148,2277,12287.0,30:10,0.0,2016-06-06,2016-06-30,0.0,1.0,0.6666666666666667,30.0,10.0,1.0,0.0,1.0,2.0,,,,
971097,7113,1633.0,50:10,0.0,2016-06-13,,0.0,1.0,0.8,50.0,10.0,1.0,0.0,2.0,1.0,,,,
1484210,6485,8798.0,100:10,3.0,2016-06-02,,0.0,1.0,0.9,100.0,10.0,4.0,0.0,,,,,,
3758948,7717,9614.0,20:1,1.0,2016-06-05,,0.0,1.0,0.95,20.0,1.0,7.0,1.0,1.0,1.0,,,,
1355954,6288,6923.0,30:10,-1.0,2016-06-08,,0.0,1.0,0.6666666666666667,30.0,10.0,3.0,0.0,,,,,,
579801,3621,4823.0,20:5,0.0,2016-06-11,,0.0,1.0,0.75,20.0,5.0,6.0,1.0,6.0,3.0,,,,
4027748,760,2418.0,30:5,0.0,2016-06-14,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,,,,,,
713049,760,2418.0,30:5,0.0,2016-06-14,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,4.0,1.0,,,,
549849,2420,10883.0,100:30,3.0,2016-06-13,,0.0,1.0,0.7,100.0,30.0,1.0,0.0,,,,,,
7022280,760,2418.0,30:5,0.0,2016-06-13,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,,,,
683865,5829,2208.0,50:5,3.0,2016-06-01,,0.0,1.0,0.9,50.0,5.0,3.0,0.0,2.0,1.0,,,,
980313,760,2418.0,30:5,1.0,2016-06-11,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,1.0,,,,,
3267428,760,2418.0,30:5,0.0,2016-06-02,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,,,,,
5771976,760,2418.0,30:5,0.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,,,,
3279716,6121,8960.0,30:5,0.0,2016-06-14,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,,,,,,
7086792,2622,6215.0,30:10,0.0,2016-06-03,,0.0,1.0,0.6666666666666667,30.0,10.0,5.0,0.0,,,,,,
756057,3621,4033.0,20:5,-1.0,2016-06-10,2016-06-20,1.0,1.0,0.75,20.0,5.0,5.0,0.0,,,,,,
921945,450,1613.0,30:5,1.0,2016-06-08,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
3818852,760,2418.0,30:5,10.0,2016-06-14,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,,,,,,
3818852,3621,4823.0,20:5,1.0,2016-06-06,,0.0,1.0,0.75,20.0,5.0,1.0,0.0,,,,,,
3427172,760,2418.0,30:5,0.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
1127090,3173,7414.0,100:10,0.0,2016-06-01,,0.0,1.0,0.9,100.0,10.0,3.0,0.0,,,,,,
3172196,2420,10883.0,100:30,0.0,2016-06-13,,0.0,1.0,0.7,100.0,30.0,1.0,0.0,,,,,,
3958628,351,8690.0,10:1,0.0,2016-06-12,,0.0,1.0,0.9,10.0,1.0,7.0,1.0,,,,,,
3829604,1469,7430.0,50:20,1.0,2016-06-14,,0.0,1.0,0.6,50.0,20.0,2.0,0.0,,,,,,
859353,760,2418.0,30:5,4.0,2016-06-05,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
3570020,7428,13916.0,20:1,4.0,2016-06-03,2016-06-08,1.0,1.0,0.95,20.0,1.0,5.0,0.0,,,,,,
3570020,7428,13916.0,20:1,4.0,2016-06-08,,0.0,1.0,0.95,20.0,1.0,3.0,0.0,,,,,,
860121,3453,2880.0,20:1,0.0,2016-06-03,,0.0,1.0,0.95,20.0,1.0,5.0,0.0,,,,,,
1721522,450,1613.0,30:5,1.0,2016-06-08,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
1984178,7717,3563.0,20:1,0.0,2016-06-09,,0.0,1.0,0.95,20.0,1.0,4.0,0.0,,,,,,
1984178,7717,13423.0,20:1,0.0,2016-06-08,,0.0,1.0,0.95,20.0,1.0,3.0,0.0,,,,,,
1132466,760,2418.0,30:5,0.0,2016-06-07,,0.0,1.0,0.8333333333333334,30.0,5.0,2.0,0.0,,,,,,
7160520,3621,4823.0,20:5,1.0,2016-06-14,,0.0,1.0,0.75,20.0,5.0,2.0,0.0,,,,,,
1398962,450,1613.0,30:5,1.0,2016-06-12,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
2273636,4860,9316.0,100:30,1.0,2016-06-02,,0.0,1.0,0.7,100.0,30.0,4.0,0.0,,,,,,
5857992,760,2418.0,30:5,1.0,2016-06-08,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
3322724,6949,11900.0,30:5,0.0,2016-06-05,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
929241,1469,7430.0,50:20,10.0,2016-06-08,,0.0,1.0,0.6,50.0,20.0,3.0,0.0,,,,,,
2410340,1812,8970.0,100:20,2.0,2016-06-04,,0.0,1.0,0.8,100.0,20.0,6.0,1.0,,,,,,
2149220,760,2418.0,30:5,0.0,2016-06-12,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
3460964,450,1613.0,30:5,2.0,2016-06-15,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
1730738,760,2418.0,30:5,-1.0,2016-06-04,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
5624520,760,2418.0,30:5,1.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
704217,3621,4823.0,20:5,-1.0,2016-06-07,,0.0,1.0,0.75,20.0,5.0,2.0,0.0,,,,,,
704217,760,2418.0,30:5,0.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
1802162,4675,4412.0,30:5,0.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
3736934,760,2418.0,30:5,0.0,2016-06-08,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
1738163,1307,3142.0,30:5,1.0,2016-06-11,2016-06-26,1.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
3084134,8386,4283.0,100:20,0.0,2016-06-10,,0.0,1.0,0.8,100.0,20.0,5.0,0.0,,,,,,
2171750,3621,4823.0,20:5,3.0,2016-06-09,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,,,,,
5918412,760,2418.0,30:5,1.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
1283507,760,2418.0,30:5,2.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
6720204,760,2418.0,30:5,0.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
2314598,760,2418.0,30:5,10.0,2016-06-15,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
2314598,3621,4823.0,20:5,0.0,2016-06-02,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,,,,,
4019558,760,2418.0,30:5,1.0,2016-06-13,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,,,,
4021094,3621,4823.0,20:5,0.0,2016-06-06,,0.0,1.0,0.75,20.0,5.0,1.0,0.0,,,,,,
5420748,8181,13782.0,50:5,0.0,2016-06-06,,0.0,1.0,0.9,50.0,5.0,1.0,0.0,,,,,,
5420748,8181,13782.0,50:5,0.0,2016-06-05,,0.0,1.0,0.9,50.0,5.0,7.0,1.0,,,,,,
5420748,8181,13782.0,50:5,0.0,2016-06-11,,0.0,1.0,0.9,50.0,5.0,6.0,1.0,,,,,,
5420748,8181,13782.0,50:5,0.0,2016-06-14,,0.0,1.0,0.9,50.0,5.0,2.0,0.0,,,,,,
3890534,760,2418.0,30:5,0.0,2016-06-04,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
2713958,760,2418.0,30:5,1.0,2016-06-09,2016-06-10,1.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,,,,,
5703372,2574,7493.0,50:10,0.0,2016-06-12,,0.0,1.0,0.8,50.0,10.0,7.0,1.0,,,,,,
2337638,760,2418.0,30:5,1.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
2337638,7838,12429.0,0.95,1.0,2016-06-01,,0.0,2.0,0.95,-1.0,-1.0,3.0,0.0,,,,,,
2337638,1041,4635.0,0.8,0.0,2016-06-08,2016-06-08,1.0,2.0,0.8,-1.0,-1.0,3.0,0.0,,,,,,
1497779,760,2418.0,30:5,1.0,2016-06-03,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
4425420,3434,7439.0,10:1,0.0,2016-06-14,,0.0,1.0,0.9,10.0,1.0,2.0,0.0,,,,,,
1828019,7113,1808.0,100:10,3.0,2016-06-03,,0.0,1.0,0.9,100.0,10.0,5.0,0.0,,,,,,
1634483,3621,4033.0,20:5,-1.0,2016-06-09,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,,,,,
3664742,7319,4869.0,50:5,0.0,2016-06-14,,0.0,1.0,0.9,50.0,5.0,2.0,0.0,,,,,,
1310387,7717,9614.0,20:1,1.0,2016-06-01,,0.0,1.0,0.95,20.0,1.0,3.0,0.0,,,,,,
1376435,450,1613.0,30:5,2.0,2016-06-05,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
1376435,760,2418.0,30:5,1.0,2016-06-11,,0.0,1.0,0.8333333333333334,30.0,5.0,6.0,1.0,,,,,,
1966259,4419,9852.0,50:5,-1.0,2016-06-01,,0.0,1.0,0.9,50.0,5.0,3.0,0.0,,,,,,
3016550,2286,11053.0,20:1,-1.0,2016-06-01,,0.0,1.0,0.95,20.0,1.0,3.0,0.0,,,,,,
4723404,3621,4823.0,20:5,0.0,2016-06-02,,0.0,1.0,0.75,20.0,5.0,4.0,0.0,,,,,,
1968563,760,2418.0,30:5,0.0,2016-06-10,,0.0,1.0,0.8333333333333334,30.0,5.0,5.0,0.0,,,,,,
6569676,450,1613.0,30:5,1.0,2016-06-06,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,,,,
4735692,7483,12591.0,20:5,-1.0,2016-06-07,,0.0,1.0,0.75,20.0,5.0,2.0,0.0,,,,,,
6836940,7506,7688.0,20:1,0.0,2016-06-02,,0.0,1.0,0.95,20.0,1.0,4.0,0.0,,,,,,
6836940,7506,7688.0,20:1,0.0,2016-06-05,,0.0,1.0,0.95,20.0,1.0,7.0,1.0,,,,,,
6836940,7506,7688.0,20:1,0.0,2016-06-09,,0.0,1.0,0.95,20.0,1.0,4.0,0.0,,,,,,
2634086,760,2418.0,30:5,0.0,2016-06-13,,0.0,1.0,0.8333333333333334,30.0,5.0,1.0,0.0,,,,,,
1317299,6858,13565.0,20:1,0.0,2016-06-03,,0.0,1.0,0.95,20.0,1.0,5.0,0.0,,,,,,
2039219,1469,2601.0,100:20,0.0,2016-06-12,,0.0,1.0,0.8,100.0,20.0,7.0,1.0,,,,,,
2247014,6761,13900.0,100:20,0.0,2016-06-06,2016-06-24,0.0,1.0,0.8,100.0,20.0,1.0,0.0,,,,,,
1320371,1469,11848.0,100:20,0.0,2016-06-03,,0.0,1.0,0.8,100.0,20.0,5.0,0.0,,,,,,
1320371,1469,11848.0,100:20,0.0,2016-06-09,2016-06-28,0.0,1.0,0.8,100.0,20.0,4.0,0.0,,,,,,
4097894,797,9362.0,30:5,4.0,2016-06-12,,0.0,1.0,0.8333333333333334,30.0,5.0,7.0,1.0,,,,,,
4265676,760,2418.0,30:5,10.0,2016-06-01,,0.0,1.0,0.8333333333333334,30.0,5.0,3.0,0.0,,,,,,
2928998,3621,4823.0,20:5,1.0,2016-06-10,,0.0,1.0,0.75,20.0,5.0,5.0,0.0,,,,,,
1862579,7884,53.0,30:5,-1.0,2016-06-09,,0.0,1.0,0.8333333333333334,30.0,5.0,4.0,0.0,,,,,,
2419046,4579,10055.0,10:1,0.0,2016-06-03,,0.0,1.0,0.9,10.0,1.0,5.0,0.0,,,,,,
